Benchmark,Size,Solver,Solver Version,Solver Release Year,Status,Termination Condition,Runtime (s),Memory Usage (MB),Objective Value,Max Integrality Violation,Duality Gap,Reported Runtime (s),Timeout,Hostname,Run ID,Timestamp,VM Instance Type,VM Zone,Solver benchmark version,bench-size,solver-version
pypsa-de-elec,52-1h,gurobi,13.0.0,2025,ok,optimal,3837.48265023,23747.724,5902473613.10276,,,3756.52106499672,86400,benchmark-instance-52-60-pypsa-de-elec-04,20260311-52-60-pypsa-de-elec,2026-03-11 19:00:03.453299,c4-standard-8,us-central1-a,1ab32c7,pypsa-de-elec-52-1h,gurobi-13.0.0
pypsa-de-elec,52-1h,highs-hipo,1.12.0-hipo,2025,warning,Solve error,38171.122424796,23429.876,,,,38171.122424796,86400,benchmark-instance-52-60-pypsa-de-elec-04,20260311-52-60-pypsa-de-elec,2026-03-11 20:08:59.150745,c4-standard-8,us-central1-a,1ab32c7,pypsa-de-elec-52-1h,highs-hipo-1.12.0-hipo
pypsa-de-elec,54-1h,gurobi,13.0.0,2025,ok,optimal,2650.113477335,24263.972,5859658863.73708,,,2565.08448886871,86400,benchmark-instance-52-60-pypsa-de-elec-03,20260311-52-60-pypsa-de-elec,2026-03-11 19:00:19.015753,c4-standard-8,us-central1-a,1ab32c7,pypsa-de-elec-54-1h,gurobi-13.0.0
pypsa-de-elec,54-1h,highs-hipo,1.12.0-hipo,2025,TO,Timeout,86400,163.46,,,,86400,86400,benchmark-instance-52-60-pypsa-de-elec-03,20260311-52-60-pypsa-de-elec,2026-03-11 19:49:39.476274,c4-standard-8,us-central1-a,1ab32c7,pypsa-de-elec-54-1h,highs-hipo-1.12.0-hipo
pypsa-de-elec,56-1h,gurobi,13.0.0,2025,ok,optimal,2872.010146226,25910.216,6092020540.43893,,,2785.68973183632,86400,benchmark-instance-52-60-pypsa-de-elec-02,20260311-52-60-pypsa-de-elec,2026-03-11 19:00:10.090691,c4-standard-8,us-central1-a,1ab32c7,pypsa-de-elec-56-1h,gurobi-13.0.0
pypsa-de-elec,56-1h,highs-hipo,1.12.0-hipo,2025,TO,Timeout,86400,163.216,,,,86400,86400,benchmark-instance-52-60-pypsa-de-elec-02,20260311-52-60-pypsa-de-elec,2026-03-11 19:53:04.575664,c4-standard-8,us-central1-a,1ab32c7,pypsa-de-elec-56-1h,highs-hipo-1.12.0-hipo
pypsa-de-elec,58-1h,gurobi,13.0.0,2025,ok,optimal,3418.599062741,27504.66,5920480515.13077,,,3329.02370810509,86400,benchmark-instance-52-60-pypsa-de-elec-01,20260311-52-60-pypsa-de-elec,2026-03-11 19:00:08.611946,c4-standard-8,us-central1-a,1ab32c7,pypsa-de-elec-58-1h,gurobi-13.0.0
pypsa-de-elec,58-1h,highs-hipo,1.12.0-hipo,2025,TO,Timeout,86400,163.256,,,,86400,86400,benchmark-instance-52-60-pypsa-de-elec-01,20260311-52-60-pypsa-de-elec,2026-03-11 20:02:14.410334,c4-standard-8,us-central1-a,1ab32c7,pypsa-de-elec-58-1h,highs-hipo-1.12.0-hipo
pypsa-de-elec,6-1h,cbc,2.10.12,2024,ok,optimal,34388.135925135,2060.52,5581029701.02698,,,,86400,benchmark-instance-all-pypsa-de-sizes-01,20260211-all-pypsa-de-sizes,2026-02-11 08:19:59.710747,c4-standard-8,us-central1-a,7b54a96,pypsa-de-elec-6-1h,cbc-2.10.12
pypsa-de-elec,6-1h,cplex,22.1.2.0,2025,ok,optimal,69.020411125,5880.512,5581029955.76522,,,1779956130.11619,86400,benchmark-instance-pypsa-de-elec-2-through-20-1h-cplex-07,20260428-pypsa-de-elec-2-through-20-1h-cplex,2026-05-28 08:14:20.513720,c4-highmem-8,us-central1-a,65bc512,pypsa-de-elec-6-1h,
pypsa-de-elec,6-1h,gurobi,13.0.0,2025,ok,optimal,61.9050311140018,3985.364,5581029701.02696,,,49.2570950984955,86400,benchmark-instance-all-pypsa-de-sizes-01,20260211-all-pypsa-de-sizes,2026-02-11 17:57:41.028638,c4-standard-8,us-central1-a,7b54a96,pypsa-de-elec-6-1h,gurobi-13.0.0
pypsa-de-elec,6-1h,highs,1.12.0,2025,ok,optimal,2348.684604652,4254.792,5581029701.02696,,,2334.22826480866,86400,benchmark-instance-all-pypsa-de-sizes-01,20260211-all-pypsa-de-sizes,2026-02-11 20:01:08.227392,c4-standard-8,us-central1-a,7b54a96,pypsa-de-elec-6-1h,highs-1.12.0
pypsa-de-elec,6-1h,highs-hipo,1.12.0-hipo,2025,ok,Optimal,928.050612893996,3082.216,5581029701.1,,,928.050612893996,86400,benchmark-instance-all-pypsa-de-sizes-01,20260211-all-pypsa-de-sizes,2026-02-11 18:02:35.966182,c4-standard-8,us-central1-a,7b54a96,pypsa-de-elec-6-1h,highs-hipo-1.12.0-hipo
pypsa-de-elec,6-1h,highs-ipm,1.12.0-hipo,2025,ok,Optimal,5965.808358628,2206.776,5581029701.1,,,5965.808358628,86400,benchmark-instance-all-pypsa-de-sizes-01,20260211-all-pypsa-de-sizes,2026-02-11 18:18:04.798186,c4-standard-8,us-central1-a,7b54a96,pypsa-de-elec-6-1h,highs-ipm-1.12.0-hipo
pypsa-de-elec,60-1h,gurobi,13.0.0,2025,ok,optimal,3784.128262258,26938.652,6127933083.00644,,,3691.60997891426,86400,benchmark-instance-52-60-pypsa-de-elec-00,20260311-52-60-pypsa-de-elec,2026-03-11 19:00:04.340615,c4-standard-8,us-central1-a,1ab32c7,pypsa-de-elec-60-1h,gurobi-13.0.0
pypsa-de-elec,60-1h,highs-hipo,1.12.0-hipo,2025,TO,Timeout,86400,163.952,,,,86400,86400,benchmark-instance-52-60-pypsa-de-elec-00,20260311-52-60-pypsa-de-elec,2026-03-11 20:08:21.134432,c4-standard-8,us-central1-a,1ab32c7,pypsa-de-elec-60-1h,highs-hipo-1.12.0-hipo
pypsa-de-elec,8-1h,cbc,2.10.12,2024,ok,optimal,78033.738534476,2593.776,5580341993.51337,,,,86400,benchmark-instance-all-pypsa-de-sizes-00,20260211-all-pypsa-de-sizes,2026-02-11 08:20:05.740070,c4-standard-8,us-central1-a,7b54a96,pypsa-de-elec-8-1h,cbc-2.10.12
pypsa-de-elec,8-1h,cplex,22.1.2.0,2025,ok,optimal,139.933125488,7491.308,5580342185.7188,,,1779956211.89953,86400,benchmark-instance-pypsa-de-elec-2-through-20-1h-cplex-06,20260428-pypsa-de-elec-2-through-20-1h-cplex,2026-05-28 08:14:31.391451,c4-highmem-8,us-central1-a,65bc512,pypsa-de-elec-8-1h,
pypsa-de-elec,8-1h,gurobi,13.0.0,2025,ok,optimal,142.291929512008,5360.108,5580341993.51343,,,127.086796998978,86400,benchmark-instance-all-pypsa-de-sizes-00,20260211-all-pypsa-de-sizes,2026-02-12 06:05:07.596703,c4-standard-8,us-central1-a,7b54a96,pypsa-de-elec-8-1h,gurobi-13.0.0
pypsa-de-elec,8-1h,highs,1.12.0,2025,ok,optimal,7876.73318607301,5289.272,5580341993.51333,,,7858.67927265167,86400,benchmark-instance-all-pypsa-de-sizes-00,20260211-all-pypsa-de-sizes,2026-02-12 09:18:57.667026,c4-standard-8,us-central1-a,7b54a96,pypsa-de-elec-8-1h,highs-1.12.0
pypsa-de-elec,8-1h,highs-hipo,1.12.0-hipo,2025,ok,Optimal,1865.11311990299,3890.424,5580341993.6,,,1865.11311990299,86400,benchmark-instance-all-pypsa-de-sizes-00,20260211-all-pypsa-de-sizes,2026-02-12 06:11:22.529444,c4-standard-8,us-central1-a,7b54a96,pypsa-de-elec-8-1h,highs-hipo-1.12.0-hipo
pypsa-de-elec,8-1h,highs-ipm,1.12.0-hipo,2025,ok,Optimal,9171.22723044199,2793.316,5580341993.8,,,9171.22723044199,86400,benchmark-instance-all-pypsa-de-sizes-00,20260211-all-pypsa-de-sizes,2026-02-12 06:42:28.389854,c4-standard-8,us-central1-a,7b54a96,pypsa-de-elec-8-1h,highs-ipm-1.12.0-hipo
