,Benchmark,Size,Solver,Solver Version,Solver Release Year,Status,Termination Condition,Runtime (s),Memory Usage (MB),Objective Value,Max Integrality Violation,Duality Gap,Reported Runtime (s),Timeout,Hostname,Run ID,Timestamp,bench-size
301,Sienna_modified_RTS_GMLC_DA_sys_NetPTDF_Horizon24_Day332,1-1h,highs-hipo-64,1.12.0-hipo,2025.0,ok,Optimal,1370.747662316,964.156,893670.88811,,,1370.747662316,3600.0,benchmark-instance-standard-06,20251027_141109_batch,2025-10-27 15:19:16.287476,Sienna_modified_RTS_GMLC_DA_sys_NetPTDF_Horizon24_Day332-1-1h
302,reference-benchmark,reference,highs-binary,1.10.0,,OK,Optimal,186.4504216719997,,2813303766.2,,,,,benchmark-instance-standard-06,20251027_141109_batch,2025-10-27 15:45:14.052876,reference-benchmark-reference
303,pypsa-eur-elec-op,2-1h,highs-hipo-ipm,1.12.0-hipo,2025.0,ok,Optimal,539.5911631379995,768.364,8913497222.4,,,539.5911631379995,3600.0,benchmark-instance-standard-06,20251027_141109_batch,2025-10-27 15:45:14.053006,pypsa-eur-elec-op-2-1h
304,pypsa-eur-elec-op,2-1h,highs-hipo-64,1.12.0-hipo,2025.0,ok,Optimal,715.165275243,3535.024,8913497196.0,,,715.165275243,3600.0,benchmark-instance-standard-06,20251027_141109_batch,2025-10-27 15:54:14.230616,pypsa-eur-elec-op-2-1h
305,Sienna_modified_RTS_GMLC_DA_sys_NetCopperPlate_Horizon24_Day332,1-1h,highs-hipo-ipm,1.12.0-hipo,2025.0,TO,Timeout,3600.0,165.608,,,,3600.0,3600.0,benchmark-instance-standard-06,20251027_141109_batch,2025-10-27 16:06:09.962780,Sienna_modified_RTS_GMLC_DA_sys_NetCopperPlate_Horizon24_Day332-1-1h
306,reference-benchmark,reference,highs-binary,1.10.0,,OK,Optimal,186.7976714470005,,2813303766.2,,,,,benchmark-instance-standard-06,20251027_141109_batch,2025-10-27 17:09:16.785964,reference-benchmark-reference
307,Sienna_modified_RTS_GMLC_DA_sys_NetCopperPlate_Horizon24_Day332,1-1h,highs-hipo-64,1.12.0-hipo,2025.0,TO,Timeout,3600.0,165.616,,,,3600.0,3600.0,benchmark-instance-standard-06,20251027_141109_batch,2025-10-27 17:09:16.786095,Sienna_modified_RTS_GMLC_DA_sys_NetCopperPlate_Horizon24_Day332-1-1h
308,reference-benchmark,reference,highs-binary,1.10.0,,OK,Optimal,185.7222633049987,,2813303766.2,,,,,benchmark-instance-standard-06,20251027_141109_batch,2025-10-27 18:12:22.545839,reference-benchmark-reference
309,Sienna_modified_RTS_GMLC_DA_sys_NetCopperPlate_Horizon48_Day29,1-1h,highs-hipo-ipm,1.12.0-hipo,2025.0,ok,Optimal,2914.628401889002,1085.744,1768933.702,,,2914.628401889002,3600.0,benchmark-instance-standard-06,20251027_141109_batch,2025-10-27 18:12:22.545972,Sienna_modified_RTS_GMLC_DA_sys_NetCopperPlate_Horizon48_Day29-1-1h
310,Sienna_modified_RTS_GMLC_DA_sys_NetCopperPlate_Horizon48_Day29,1-1h,highs-hipo-64,1.12.0-hipo,2025.0,ok,Optimal,2911.494763036,1065.856,1768933.702,,,2911.494763036,3600.0,benchmark-instance-standard-06,20251027_141109_batch,2025-10-27 19:00:57.741364,Sienna_modified_RTS_GMLC_DA_sys_NetCopperPlate_Horizon48_Day29-1-1h
311,reference-benchmark,reference,highs-binary,1.10.0,,OK,Optimal,185.8204653709981,,2813303766.2,,,,,benchmark-instance-standard-06,20251027_141109_batch,2025-10-27 19:52:35.630377,reference-benchmark-reference
312,Sienna_modified_RTS_GMLC_DA_sys_NetDC_Horizon48_Day314,1-1h,highs-hipo-ipm,1.12.0-hipo,2025.0,TO,Timeout,3600.0,165.492,,,,3600.0,3600.0,benchmark-instance-standard-06,20251027_141109_batch,2025-10-27 19:52:35.630508,Sienna_modified_RTS_GMLC_DA_sys_NetDC_Horizon48_Day314-1-1h
313,reference-benchmark,reference,highs-binary,1.10.0,,OK,Optimal,186.56631072299933,,2813303766.2,,,,,benchmark-instance-standard-06,20251027_141109_batch,2025-10-27 20:55:42.217435,reference-benchmark-reference
314,Sienna_modified_RTS_GMLC_DA_sys_NetDC_Horizon48_Day314,1-1h,highs-hipo-64,1.12.0-hipo,2025.0,TO,Timeout,3600.0,166.532,,,,3600.0,3600.0,benchmark-instance-standard-06,20251027_141109_batch,2025-10-27 20:55:42.217568,Sienna_modified_RTS_GMLC_DA_sys_NetDC_Horizon48_Day314-1-1h
315,reference-benchmark,reference,highs-binary,1.10.0,,OK,Optimal,185.9279159769976,,2813303766.2,,,,,benchmark-instance-standard-06,20251027_141109_batch,2025-10-27 21:58:48.175063,reference-benchmark-reference
316,Sienna_modified_RTS_GMLC_DA_sys_NetTransport_Horizon48_Day29,1-1h,highs-hipo-ipm,1.12.0-hipo,2025.0,ok,Optimal,3545.2404751190006,1268.756,1768633.6574,,,3545.2404751190006,3600.0,benchmark-instance-standard-06,20251027_141109_batch,2025-10-27 21:58:48.175198,Sienna_modified_RTS_GMLC_DA_sys_NetTransport_Horizon48_Day29-1-1h
317,reference-benchmark,reference,highs-binary,1.10.0,,OK,Optimal,186.05500638899684,,2813303766.2,,,,,benchmark-instance-standard-06,20251027_141109_batch,2025-10-27 23:01:00.045530,reference-benchmark-reference
318,Sienna_modified_RTS_GMLC_DA_sys_NetTransport_Horizon48_Day29,1-1h,highs-hipo-64,1.12.0-hipo,2025.0,ok,Optimal,3546.3681402280017,1242.468,1768633.6574,,,3546.3681402280017,3600.0,benchmark-instance-standard-06,20251027_141109_batch,2025-10-27 23:01:00.045664,Sienna_modified_RTS_GMLC_DA_sys_NetTransport_Horizon48_Day29-1-1h
319,reference-benchmark,reference,highs-binary,1.10.0,,OK,Optimal,186.16978188099893,,2813303766.2,,,,,benchmark-instance-standard-06,20251027_141109_batch,2025-10-28 00:03:13.162945,reference-benchmark-reference
320,genx-3_three_zones_w_co2_capture,3-1h,highs-hipo-ipm,1.12.0-hipo,2025.0,TO,Timeout,3600.0,165.584,,,,3600.0,3600.0,benchmark-instance-standard-06,20251027_141109_batch,2025-10-28 00:03:13.163080,genx-3_three_zones_w_co2_capture-3-1h
321,reference-benchmark,reference,highs-binary,1.10.0,,OK,Optimal,186.34991995999732,,2813303766.2,,,,,benchmark-instance-standard-06,20251027_141109_batch,2025-10-28 01:06:19.545925,reference-benchmark-reference
322,genx-3_three_zones_w_co2_capture,3-1h,highs-hipo-64,1.12.0-hipo,2025.0,TO,Timeout,3600.0,166.508,,,,3600.0,3600.0,benchmark-instance-standard-06,20251027_141109_batch,2025-10-28 01:06:19.546061,genx-3_three_zones_w_co2_capture-3-1h
323,reference-benchmark,reference,highs-binary,1.10.0,,OK,Optimal,186.16654754400224,,2813303766.2,,,,,benchmark-instance-standard-06,20251027_141109_batch,2025-10-28 02:09:25.745473,reference-benchmark-reference
